"","id","cohort","sex","treatment","age0_mature","age1_mature","age2_mature","age3_mature","age4_mature","age_at_mature","repeatspawn","spawning_strategy"
"2048","2019RGYY",2018,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"2049","2019RGYD",2019,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2050","2019RGDR",2019,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2051","2019RGDG",2019,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2052","2019RGDY",2019,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2053","2019RGDD",2019,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2054","2019RYRR",2019,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2055","RY?YYB",NA,"female","late",NA,NA,NA,NA,NA,">0",0,NA
"2056","2019RYRG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2057","2019RYRY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2058","2019RYRD",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2059","2019RYGR",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2060","2019RYGG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2061","2019RYGY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2062","0?GD",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"2063","2019RYYR",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2064","2019RYYG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2065","2019RYYY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2066","2019RYYD",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2067","2019RYDR",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2068","2019RYDG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2069","2019RYDY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2070","2019RYDD",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2071","2019RDRR",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2072","R??Y?Y",NA,"male","late",NA,NA,NA,NA,NA,">0",0,NA
"2073","2019RDRG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2074","2019RDRY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2075","2019RDGR",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2076","2019RDGG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2077","0RRG?",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"2078","2019RDGY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2079","2019RDGD",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2080","2019RDYR",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2081","2019RDYG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2082","2019RDYY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2083","2019RDYD",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2084","2019RDDR",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2085","2019RDDG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2086","2019RDDY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2087","2019RDDD",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2088","2019GRRR",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2089","2019GRRG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2090","2019GRRY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2091","2019GRRD",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2092","2019GRGR",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"2093","2019GRGG",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"2094","2019GRGY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2095","2019GRGD",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2096","2019GRYR",2018,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"2097","2019GRYG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2098","2019GRYY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2099","2019GRYD",2018,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"2100","2019GRDR",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2101","2019GRDG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2102","2019GRDY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2103","2019GRDD",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2104","2019GGRR",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2105","2019GGRG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2106","2019GGRY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2107","2019GGRD",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2108","2019GGGR",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2109","2019GGGG",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2110","2019GGGY",2019,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2111","982126058798935_2",2018,"female","control",NA,0,NA,NA,NA,">1",0,NA
"2112","982126058798946",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2113","982126058798980",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2114","982126058798898",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2115","982126058798906",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2116","982126058798995",2019,NA,"control",0,0,NA,NA,NA,">1",0,NA
"2117","982126058798905",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2118","982126058798955",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2119","982126058798993",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"2120","982126058798942",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2121","982126058798938",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2122","982126058798902",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2123","982126058798953",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2124","982126058798926",2019,NA,NA,0,0,NA,NA,NA,">1",0,NA
"2125","982126058798985",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2126","982126058798928",2019,"male","control",1,NA,NA,NA,NA,"0",1,"semelparity"
"2127","982126058798987",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2128","982126058798963",2019,NA,"control",0,1,NA,NA,NA,"1",1,"semelparity"
"2129","982126058798957",2019,NA,"control",0,0,NA,NA,NA,">1",0,NA
"2130","982126058798914",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"2131","982126058798930",2019,NA,"control",0,1,1,NA,NA,"1",2,"iteroparity"
"2132","982126058798950",2018,NA,NA,NA,0,1,0,NA,"2",1,"semelparity"
"2133","982126058798916",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2134","982126058798924",2019,NA,"control",0,1,NA,NA,NA,"1",1,"semelparity"
"2135","982126058798487",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2136","982126058798481",2019,"male","control",0,NA,0,1,NA,"3?",1,"semelparity"
"2137","982126058798458",2019,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2138","982126058798447",2020,NA,"early",0,1,NA,NA,NA,"1",1,"semelparity"
"2139","PGYR",2019,"female?","early",NA,NA,NA,NA,NA,">0",0,NA
"2140","982126058798453",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"2141","982126058798421",2020,"male","early",0,0,NA,1,NA,"3?",1,"semelparity"
"2142","982126058798441",2020,NA,"early",0,0,NA,NA,NA,">1",0,NA
"2143","982126058798483",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2144","982126058798430",2020,NA,"early",0,0,0,0,NA,">3",0,NA
"2145","982126057496153",2019,NA,"early",NA,0,0,NA,NA,">2",0,NA
"2146","982126058798486",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"2147","982126058798469",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2148","982126057496129",2019,NA,"early",NA,1,NA,NA,NA,"1",1,"semelparity"
"2149","982126058798399",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2150","982126058798448",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"2151","982126057496170",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2152","982126058798404",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2153","982126058798454",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2154","982126058798426",2020,"male","early",1,NA,NA,NA,NA,"0",1,"semelparity"
"2155","982126058798489",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2156","982126058798472",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2157","982126058798462",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2158","982126057496167",2019,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"2159","982126058798493",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2160","982126058798414",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2161","982126058798446",2020,"male","early",0,0,1,NA,NA,"2",1,"semelparity"
"2162","982126058798475",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2163","982126058798431",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2164","982126058798467",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2165","982126058798403",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2166","982126058798425",2020,NA,"early",0,0,NA,NA,NA,">1",0,NA
"2167","982126058798432",2020,NA,"early",0,0,NA,NA,NA,">1",0,NA
"2168","982126058798482",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2169","982126057496103",NA,"female","early",NA,NA,NA,NA,NA,">0",0,NA
"2170","982126058798465",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2171","982126058798491",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2172","982126058798443",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2173","982126058798400",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2174","982126057496148",2019,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"2175","982126058798488",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2176","982126058798398",2020,NA,"early",0,0,NA,NA,NA,">1",0,NA
"2177","982126058798452",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2178","982126058798450",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2179","982126058798422",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2180","982126058798433",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2181","982126057496192",2020,"male","early",1,NA,NA,NA,NA,"0",1,"semelparity"
"2182","982126058798427",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2183","982126058798405",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2184","982126058798417",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2185","982126058798412",2020,NA,"early",0,0,0,0,NA,">3",0,NA
"2186","982126058798464",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2187","982126058798439",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2188","982126057496118",2020,NA,"early",0,1,NA,NA,NA,"1",1,"semelparity"
"2189","982126058798410",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2190","982126058798407",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2191","982126058798466",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2192","982126058798449",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2193","982126058798396",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2194","982126058798477",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2195","982126058798437",2020,"male","early",0,NA,1,NA,NA,"2?",1,"semelparity"
"2196","982126057496128",2019,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"2197","982126057496140",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2198","982126058798479",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2199","982126058798419",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2200","982126058798471",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2201","982126057496132",2020,NA,"early",0,0,NA,NA,NA,">1",0,NA
"2202","982126058798485",2020,"female","early",0,0,1,NA,NA,"2",1,"semelparity"
"2203","982126057496180",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2204","982126058798418",2020,NA,"early",0,0,NA,NA,NA,">1",0,NA
"2205","982126058798442",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2206","982126058798444",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2207","982126058798461",2020,NA,"early",0,0,NA,NA,NA,">1",0,NA
"2208","982126057496201",2019,"female?","early",NA,NA,NA,NA,NA,">0",0,NA
"2209","982126057496196",2020,"male","late",1,1,NA,NA,NA,"0",2,"iteroparity"
"2210","982126058798492",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2211","982126058798420",2020,NA,"late",0,0,0,NA,NA,">2",0,NA
"2212","982126057496197",2020,"female","early",0,NA,1,NA,NA,"2?",1,"semelparity"
"2213","982126058798395",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2214","982126057496182",2019,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"2215","982126058798401",2020,NA,"early",0,0,NA,NA,NA,">1",0,NA
"2216","982126058798423",2020,NA,"early",0,0,NA,NA,NA,">1",0,NA
"2217","982126058798451",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2218","982126058798459",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2219","982126058798468",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2220","982126058798463",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2221","982126057496200",2019,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"2222","982126058798438",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2223","982126058798460",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2224","982126057496186",2019,"female?","late",NA,NA,NA,NA,NA,">0",0,NA
"2225","982126058798476",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2226","982126058798470",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2227","982126058798456",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2228","982126058798457",2020,"male","late",1,NA,NA,NA,NA,"0",1,"semelparity"
"2229","982126057496136",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"2230","982126058798455",2020,NA,"early",0,0,NA,NA,NA,">1",0,NA
"2231","982126058798409",2020,"male","late",0,NA,NA,1,NA,"3?",1,"semelparity"
"2232","982126058798474",2020,"female","early",0,0,1,NA,NA,"2",1,"semelparity"
"2233","982126058798402",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2234","982126057496147",2019,NA,"early",NA,0,NA,NA,NA,">1",0,NA
"2235","982126057496109",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"2236","982126058798408",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2237","982126058798429",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2238","982126058798435",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2239","982126057496164",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2240","982126058798397",2020,NA,"late",0,1,NA,NA,NA,"1",1,"semelparity"
"2241","982126057496174",2019,NA,"late",NA,0,1,NA,NA,"2",1,"semelparity"
"2242","982126058798445",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2243","982126058798494",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2244","982126057496123",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"2245","982126058798484",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2246","982126058798434",2020,NA,NA,0,0,0,NA,NA,">2",0,NA
"2247","982126058798428",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2248","982126058798935",2020,"female","early",0,NA,1,NA,NA,"2?",1,"semelparity"
"2249","982126057496188",2019,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"2250","982126057496141",2019,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"2251","982126058798424",2020,"male","late",0,0,1,NA,NA,"2",1,"semelparity"
"2252","982126058798413",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2253","982126058798480",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2254","982126058798411",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2255","982126058798440",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2256","982126057496195",2019,"female?","late",NA,1,NA,NA,NA,"1",1,"semelparity"
"2257","982126057496178",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2258","982126057496160",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"2259","982091062776303",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2260","982091062776352",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2261","982126057496171",NA,NA,"early",NA,NA,NA,NA,NA,">0",0,NA
"2262","982091062775285",2020,NA,NA,0,0,NA,NA,NA,">1",0,NA
"2263","982126058798415",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2264","982126058798473",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2265","982091062775350",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2266","982091062776299",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2267","982126057496183",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2268","982126058798436",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2269","982091062776338",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2270","982126058798490",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2271","982126057496162",2020,NA,"early",0,NA,NA,NA,NA,">0",0,NA
"2272","982126057496144",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2273","982126057496139",2018,NA,"late",NA,NA,1,NA,NA,"2?",1,"semelparity"
"2274","982091062776347",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2275","982091062776265",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2276","982126057496102",2019,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"2277","982126058798478",2020,"male","early",0,NA,1,NA,NA,"2?",1,"semelparity"
"2278","982126057496199",2019,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"2279","982126057496181",2019,"female?","late",NA,1,NA,NA,NA,"1",1,"semelparity"
"2280","982091062776286",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2281","982126057496177",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2282","982126057496151",2020,"male",NA,0,NA,1,NA,NA,"2?",1,"semelparity"
"2283","982091062776355",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2284","982126057496125",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"2285","982126057496135",2019,NA,"late",NA,1,NA,NA,NA,"1",1,"semelparity"
"2286","982091062776313",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2287","982126057496173",NA,"female",NA,NA,NA,NA,NA,NA,">0",0,NA
"2288","982126057496187",2020,"male","late",0,0,1,NA,NA,"2",1,"semelparity"
"2289","982126057496154",2019,NA,NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"2290","982126057496149",NA,NA,"late",NA,NA,NA,NA,NA,">0",0,NA
"2291","982091062775358",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"2292","982091062776279",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2293","982126057496163",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2294","982091062776358",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2295","982126057496156",2019,NA,NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"2296","982126057496166",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"2297","982126057496158",2019,NA,"late",NA,0,NA,NA,NA,">1",0,NA
"2298","982091062775297",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2299","982126057496189",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"2300","982126057496126",2019,NA,NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"2301","982126057496175",2019,NA,NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"2302","982126057496169",NA,"female?",NA,NA,NA,NA,NA,NA,">0",0,NA
"2303","982126057496150",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"2304","982091062775341",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2305","982126057496127",2019,NA,NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"2306","982126057496152",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2307","982091062775342",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2308","982126057496117",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2309","982126057496106",2019,NA,NA,NA,0,0,NA,NA,">2",0,NA
"2310","982091062775354",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2311","982126057496176",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2312","982091062775323",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2313","982126057496113",2019,NA,NA,NA,0,1,NA,NA,"2",1,"semelparity"
"2314","982091062776360",2020,"female","late",0,0,1,NA,NA,"2",1,"semelparity"
"2315","982126057496137",2019,NA,"control",NA,1,NA,NA,NA,"1",1,"semelparity"
"2316","982126057496198",2019,NA,NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"2317","982126057496161",2020,"male",NA,1,NA,NA,NA,NA,"0",1,"semelparity"
"2318","982126057496159",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2319","982091062776297",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2320","982091062776658",2020,"female","control",0,NA,1,NA,NA,"2?",1,"semelparity"
"2321","982126057496121",2020,"male",NA,1,NA,1,NA,NA,"0",2,"iteroparity"
"2322","982126057496190",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2323","982126057496112",2019,NA,NA,NA,0,0,NA,NA,">2",0,NA
"2324","982126057496116",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"2325","982126057496138",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2326","982126057496133",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"2327","982091062776298",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2328","982126057496120",2019,"male?",NA,NA,0,NA,NA,NA,">1",0,NA
"2329","982126057496193",2018,NA,NA,NA,NA,1,1,NA,"3?",2,"iteroparity"
"2330","982091062776334",2020,NA,NA,0,0,NA,NA,NA,">1",0,NA
"2331","982126057496105",2020,"male",NA,1,NA,NA,NA,NA,"0",1,"semelparity"
"2332","982091062776657",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2333","982091062775344",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2334","982126057496107",2019,"female",NA,NA,0,0,1,NA,"3",1,"semelparity"
"2335","982126057496179",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"2336","982091062776655",2020,NA,NA,0,0,NA,NA,NA,">1",0,NA
"2337","982126057496122",2019,NA,NA,NA,1,NA,NA,NA,"1",1,"semelparity"
"2338","982126057496157",NA,NA,NA,NA,NA,NA,NA,NA,">0",0,NA
"2339","982091062776642",2020,NA,NA,0,0,NA,NA,NA,">1",0,NA
"2340","982091062776308",2020,"female?",NA,0,0,0,0,NA,">3",0,NA
"2341","982091062775355",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2342","982091062776304",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2343","982126057496115",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2344","982126057496165",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2345","982126057496257",2020,"male",NA,1,1,NA,NA,NA,"0",2,"iteroparity"
"2346","982126057496131",2020,NA,NA,0,NA,NA,NA,NA,">0",0,NA
"2347","982091062776616",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2348","982091062776305",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2349","982091062776651",2020,NA,"control",0,0,0,NA,NA,">2",0,NA
"2350","982126057496142",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2351","982126057496108",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"2352","982091062776656",2020,NA,"control",0,NA,0,NA,NA,">2?",0,NA
"2353","982126057496104",2019,NA,"control",NA,0,NA,NA,NA,">1",0,NA
"2354","982091062776633",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2355","982126057496130",2020,NA,"control",0,0,NA,NA,NA,">1",0,NA
"2356","982091062776322",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2357","982126057496168",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2358","982091062776588",2020,NA,"control",0,0,NA,NA,NA,">1",0,NA
"2359","982091062776288",2020,NA,NA,0,0,NA,NA,NA,">1",0,NA
"2360","982126057496134",2020,NA,"control",0,1,NA,NA,NA,"1",1,"semelparity"
"2361","982091062776620",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2362","982091062776609",2020,NA,"late",0,0,NA,NA,NA,">1",0,NA
"2363","982091062776653",2020,"male","control",0,NA,1,NA,NA,"2?",1,"semelparity"
"2364","982126057496114",NA,NA,"control",NA,NA,NA,NA,NA,">0",0,NA
"2365","982091062776629",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2366","982126057496119",2020,NA,"control",0,1,NA,NA,NA,"1",1,"semelparity"
"2367","982091062776638",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2368","982126057496110",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2369","982126057496143",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2370","982126057496194",2019,NA,"control",NA,1,NA,NA,NA,"1",1,"semelparity"
"2371","982091062776589",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2372","982126057496224",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2373","982091062776613",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2374","982091062776652",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2375","982091062776648",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2376","982091062776587",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2377","982091062776615",2020,"female","late",0,NA,NA,1,NA,"3?",1,"semelparity"
"2378","982126057496172",2020,NA,"control",0,0,0,NA,NA,">2",0,NA
"2379","982091062776603",2020,NA,"late",0,NA,NA,NA,NA,">0",0,NA
"2380","982091062776591",2020,NA,"control",0,NA,NA,NA,NA,">0",0,NA
"2381","982091062776639",2020,"female","late",0,0,1,1,NA,"2",2,"iteroparity"
