"id","ocluster_rename"
"RRDDGD",1
"RRDDGR",1
"RRDDYG",1
"RRDDYR",1
"RRDGGD",1
"RRDGGR",1
"RRDRDR",1
"RRDRGG",2
"RRDRGY",2
"RRDRYD",1
"RRDYYG",1
"RRDYYR",2
"RRGDDR",1
"RRGDRD",2
"RRGDYR",1
"RRGGDG",1
"RRGYGR",1
"RRRDDG",2
"RRRDGG",1
"RRRDRG",1
"RRRDRR",1
"RRRRDR",1
"RRRRRRG",1
"RRRRYD",1
"RRRYDD",1
"RRRYRD",1
"RRRYRY",1
"RRRYYD",2
"RRY",2
"RRYDGG",2
"RRYDGY",1
"RRYGDD",2
"RRYGGD",1
"RRYGGR",1
"RRYGYR",1
"RRYGYY",1
"RRYRDD",2
"RRYRGY",2
"RRYRRD",1
"RRYRRD?",2
"RRYRRR",1
"RRYRRY",1
"RRYRYG",1
"RRYYDY",2
"RRYYGG",2
"RRYYRG",2
"RRYYRR",2
"RRYYRR?",1
"RRYYYD",1
"RYDDBD",1
"RYDDBP",2
"RYDDBR",2
"RYDDBY",1
"RYDDDD",2
"RYDDDY",2
"RYDDPD",2
"RYDDPG",1
"RYDDPP",2
"RYDDPY",2
"RYDDYD",2
"RYDDYG",2
"RYDDYP",1
"RYDGBD",2
"RYDGGB",1
"RYDGGR",2
"RYDGPB",2
"RYDGPG",1
"RYDGRD",2
"RYDGRR",1
"RYDGYD",1
"RYDRBD",1
"RYDRBP",2
"RYDRBY",1
"RYDRDG",1
"RYDRGG",2
"RYDRGY",1
"RYDRPY",2
"RYDRRB",1
"RYDRRD",1
"RYDRRG",2
"RYDRRP",1
"RYDRRR",1
"RYDRRY",2
"RYDRYD",2
"RYDRYG",2
"RYDRYP",1
"RYDRYY",2
"RYDYBP",1
"RYDYBY",2
"RYDYDG",1
"RYDYGB",2
"RYDYGD",2
"RYDYPG",2
"RYDYPY",2
"RYDYYG",2
"RYDYYR",2
"RYGRDR",2
"RYRBBB",1
"RYRBBD",1
"RYRBBG",2
"RYRBBP",1
"RYRBBR",1
"RYRBBY",2
"RYRBDB",2
"RYRBDD",1
"RYRBDG",1
"RYRBDP",1
"RYRBDR",1
"RYRBDY",1
"RYRBGB",2
"RYRBGD",1
"RYRBGG",1
"RYRBGP",1
"RYRBGY",2
"RYRBPB",1
"RYRBPD",1
"RYRBPG",2
"RYRBPP",1
"RYRBPR",1
"RYRBRB",2
"RYRBRD",1
"RYRBRG",2
"RYRBRP",1
"RYRBRR",1
"RYRBYB",2
"RYRBYD",1
"RYRBYG",2
"RYRBYP",1
"RYRBYR",2
"RYRBYY",1
"RYRDDD",2
"RYRDDY",1
"RYRDGB",2
"RYRDGR",2
"RYRDGY",2
"RYRDPD",1
"RYRDPG",1
"RYRDPP",1
"RYRDPR",1
"RYRDRB",2
"RYRDRD",1
"RYRDRG",2
"RYRDRP",1
"RYRDRR",1
"RYRDRY",1
"RYRDYD",2
"RYRDYG",2
"RYRDYP",1
"RYRDYR",1
"RYRGDD",2
"RYRGDG",2
"RYRGDR",1
"RYRGDY",2
"RYRGGD",2
"RYRGGG",1
"RYRGGR",2
"RYRGGY",1
"RYRGRD",2
"RYRGRG",2
"RYRGRR",1
"RYRGRY",1
"RYRGYG",2
"RYRGYR",1
"RYRGYY",2
"RYRPBB",1
"RYRPBD",2
"RYRPBG",1
"RYRPBR",1
"RYRPBY",1
"RYRPBYY",1
"RYRPDD",1
"RYRPDG",1
"RYRPDP",1
"RYRPDR",1
"RYRPDY",1
"RYRPGB",1
"RYRPGD",1
"RYRPGG",1
"RYRPGP",1
"RYRPGR",1
"RYRPGY",1
"RYRPPD",1
"RYRPPG",1
"RYRPPP",1
"RYRPPR",1
"RYRPRD",1
"RYRPRG",1
"RYRPRP",1
"RYRPRR",1
"RYRPYB",1
"RYRPYD",1
"RYRPYG",2
"RYRPYP",1
"RYRPYR",1
"RYRPYY",2
"RYRRDD",2
"RYRRDG",1
"RYRRDR",1
"RYRRDY",2
"RYRRGD",2
"RYRRGR",2
"RYRRGR?",2
"RYRRGY",1
"RYRRRR",1
"RYRRRY",2
"RYRRYD",2
"RYRRYR",2
"RYRYBB",2
"RYRYBD",2
"RYRYBG",2
"RYRYBR",2
"RYRYBY",1
"RYRYDD",2
"RYRYDR",2
"RYRYDY",2
"RYRYGD",1
"RYRYGR",2
"RYRYPG",2
"RYRYPP",2
"RYRYPR",2
"RYRYPY",2
"RYRYRD",2
"RYRYRG",2
"RYRYRR",2
"RYRYRY",2
"RYRYYD",2
"RYRYYP",2
"RYRYYR",1
"RYRYYY",1
"RYYBBP",1
"RYYBBR",1
"RYYBDB",1
"RYYBDD",2
"RYYBDR",1
"RYYBGB",1
"RYYBPD",1
"RYYBPG",1
"RYYBPP",1
"RYYBPY",1
"RYYBRB",1
"RYYBYY",1
"RYYDBB",2
"RYYDBD",2
"RYYDBG",2
"RYYDBP",1
"RYYDBR",2
"RYYDBY",1
"RYYDDB",1
"RYYDDD",2
"RYYDDG",2
"RYYDDP",2
"RYYDDR",2
"RYYDGB",1
"RYYDGD",1
"RYYDGP",2
"RYYDGR",2
"RYYDPG",2
"RYYDPP",1
"RYYDPR",2
"RYYDPY",1
"RYYDRB",2
"RYYDRD",2
"RYYDRG",2
"RYYDRP",1
"RYYDRR",1
"RYYDRY",1
"RYYDYG",1
"RYYDYP",2
"RYYDYY",2
"RYYGBB",2
"RYYGDP",2
"RYYGDY",2
"RYYGGB",2
"RYYGGD",1
"RYYGGG",2
"RYYGGY",2
"RYYGPD",1
"RYYGPG",2
"RYYGPR",2
"RYYGPY",2
"RYYGRB",2
"RYYGRD",1
"RYYGRG",2
"RYYGRP",1
"RYYGRR",1
"RYYGRY",2
"RYYGYD",2
"RYYGYG",1
"RYYGYG?",2
"RYYGYP",1
"RYYGYR",2
"RYYPBY",1
"RYYPBY?",2
"RYYPGG",1
"RYYPPPP",1
"RYYPPR",2
"RYYPPY",1
"RYYPRR",2
"RYYPYB",1
"RYYPYY",1
"RYYRBB",1
"RYYRBD",1
"RYYRBG",1
"RYYRBR",1
"RYYRBY",1
"RYYRDB",2
"RYYRDG",1
"RYYRDP",2
"RYYRGD",2
"RYYRGG",2
"RYYRGP",1
"RYYRGR",2
"RYYRGY",1
"RYYRPB",1
"RYYRPD",1
"RYYRPR",1
"RYYRPY",1
"RYYRRD",1
"RYYRRG",1
"RYYRRY",1
"RYYRYD",1
"RYYRYG",1
"RYYRYR",1
"RYYRYY",2
"RYYYBG",2
"RYYYBR",2
"RYYYBY",2
"RYYYDD",1
"RYYYDG",1
"RYYYDR",2
"RYYYGB",2
"RYYYGD",1
"RYYYGG",1
"RYYYGR",2
"RYYYPP",1
"RYYYPR",2
"RYYYRB",1
"RYYYRD",2
"RYYYRP",1
"RYYYRY",1
"RYYYYP",2
"YDRD",1
"YDRG",2
"YDRR",2
"YY",2
"YYDG",2
"YYYD",1
"YYYG",1
"YYYR",1
