"","growth_cluster","treatment","predicted","sd","conf.low","conf.high"
"1",1,"control",0.965992026703238,1.17324801369397,0.740205462723544,0.996481109446022
"2",1,"early",0.98208955042481,1.23736702205492,0.829077497169357,0.998389329852594
"3",1,"late",0.95092879349676,1.24601459974817,0.627620691305048,0.995531884796323
"4",2,"control",0.801342044242893,0.646497844776199,0.531854511047053,0.934735529336414
"5",2,"early",0.886194030962423,1.059473737856,0.493977936744193,0.984155653494574
"6",2,"late",0.733471882641104,0.698224356705182,0.41188336495641,0.915351760016437
"7",3,"control",0.364206252221346,0.69032096541018,0.128963090282372,0.689086131574914
"8",3,"early",0.525124751972191,1.31568501757267,0.0774069601486676,0.935792814557903
"9",3,"late",0.280991712534092,0.66303629774567,0.0962960104557224,0.589035485165003
